Puesto Institucional,Grado jerarquico o escala al que pertenece el puesto,Remuneracion mensual unificada,Remuneracion unificada (anual),Decimo Tercera Remuneracion,Decima Cuarta Remuneracion,Horas suplementarias y extraordinarias,Encargos y subrogaciones,Total ingresos adicionales
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
OPERADOR DE ISLA,3,845.61,10147.32,72.89,31.25,29.07,0,133.21
ANALISTA DE CONTROL DE ACTIVOS,3,1500,18000,125,31.25,0,0,156.25
ASISTENTE ADMINISTRATIVA,2,1011.75,12141,84.31,31.25,0,0,115.56
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
ANALISTA DE SERVICIOS TECNOLÓGICOS,3,1597.5,19170,133.12,31.25,0,0,164.37
OPERADOR DE ISLA,3,794,9528,66.92,31.25,9.1,0,107.27
INGENIERO DE OPERACIONES Y COMPLETACIÓN ( E ),5,1500,18000,152.85,31.25,334.22,715,1233.32
MÉDICO OCUPACIONAL,4,2343,28116,195.25,31.25,0,0,226.5
CONDUCTOR ADMINISTRATIVO,1,794,9528,85.47,31.25,231.6,0,348.32
TÉCNICO MECÁNICO,3,1150,13800,95.83,31.25,0,0,127.08
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
ASISTENTE ADMINISTRATIVA,2,1011.75,12141,84.31,31.25,0,0,115.56
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
INGENIERO DE SOPORTE DE AUTOMATIZACIÓN  ( S ),4,1224.75,14697,105.15,31.25,37,575.25,748.65
COORDINADOR LOGÍSTICO DE PERFORACIÓN,5,2948.99,35387.88,245.75,31.25,0,0,277
AYUDANTE DE MANTENIMIENTO,1,950,11400,80.16,31.25,11.88,0,123.29
OPERADOR DE ISLA,3,1150,13800,103.52,31.25,92.24,0,227.01
ANALISTA DE TI,3,1224.75,14697,102.06,31.25,0,0,133.31
AYUDANTE DE MANTENIMIENTO,1,950,11400,86.16,31.25,83.93,0,201.34
OPERADOR DE ISLA,3,1150,13800,103.52,31.25,92.24,0,227.01
OPERADOR DE ISLA,3,845.61,10147.32,72.89,31.25,29.07,0,133.21
TÉCNICO ELÉCTRICO ( E ),3,1077.51,12930.12,92.04,31.25,26.94,0,150.23
COORDINADOR DE INGENIERIA ( E ),5,1800,21600,150,31.25,0,0,181.25
ASISTENTE ADMINISTRATIVA,2,950,11400,79.17,31.25,0,0,110.42
TÉCNICO INSTRUMENTISTA,3,1150,13800,98.23,31.25,28.75,0,158.23
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
TÉCNICO MECÁNICO PLANTA DE GENERACIÓN,3,1150,13800,95.83,31.25,0,0,127.08
TÉCNICO INSTRUMENTISTA PLANTA DE GENERACIÓN,3,1150,13800,95.83,31.25,0,0,127.08
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
INGENIERO DE SOPORTE DE CONSTRUCCIONES,4,2041.61,24499.32,187.13,31.25,203.95,0,422.33
TÉCNICO AUTOMOTRIZ ( E ),3,900.57,10806.84,75.05,31.25,0,114.43,220.73
AYUDANTE DE MANTENIMIENTO,1,950,11400,80.65,31.25,17.81,0,129.71
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
ANALISTA DE CONTROL DE COSTOS,3,1310,15720,109.17,31.25,0,0,140.42
SUPERVISOR DE PRODUCCIÓN,5,2041.61,24499.32,170.13,31.25,0,0,201.38
INGENIERO ESPECIALISTA DE LEVANTAMIENTO ARTIFICIAL,5,2900,34800,241.67,31.25,0,0,272.92
TÉCNICO ELÉCTRICO (LÍNEAS),3,1150,13800,95.83,31.25,0,0,127.08
OPERADOR DE ISLA,3,794,9528,66.92,31.25,9.1,0,107.27
AYUDANTE DE MANTENIMIENTO,1,950,11400,79.17,31.25,0,0,110.42
OPERADOR DE PLANTA DE GENERACIÓN,3,950,11400,79.17,31.25,0,0,110.42
OPERADOR DE ISLA,3,794,9528,70.72,31.25,54.59,0,156.56
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
SUPERVISOR DE REACONDICIONAMIENTO,5,2200,26400,195.55,31.25,146.65,0,373.45
ANALISTA DE PROGRAMACIÓN DE COSTOS,3,1800,21600,155,31.25,60,0,246.25
TÉCNICO MECÁNICO,3,1150,13800,95.83,31.25,0,0,127.08
AYUDANTE DE MANTENIMIENTO,1,950,11400,81.15,31.25,23.75,0,136.15
TÉCNICO MECÁNICO ( E ),3,900.57,10806.84,75.05,31.25,0,114.43,220.73
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
INGENIERO DE OPERACIONES Y COMPLETACIÓN,5,1800,21600,150,31.25,0,0,181.25
TÉCNICO DE OPERACIONES,4,900.57,10806.84,93.81,31.25,225.15,0,350.21
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
SUPERVISOR DE REACONDICIONAMIENTO,5,2200,26400,186.39,31.25,36.66,0,254.3
OPERADOR DE ISLA,3,1150,13800,103.52,31.25,92.24,0,227.01
OPERADOR DE ISLA,3,845.61,10147.32,76.12,31.25,67.83,0,175.2
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
TÉCNICO MECÁNICO DE OVERHAUL TURBINAS,3,1150,13800,95.83,31.25,0,0,127.08
INGENIERO DE SOPORTE DE OPERACIONES Y COMPLETACIÓN,4,1304.36,15652.32,108.7,31.25,0,0,139.95
AYUDANTE DE MANTENIMIENTO,1,950,11400,79.17,31.25,0,0,110.42
OPERADOR DE ISLA,3,845.61,10147.32,76.12,31.25,67.83,0,175.2
SUPERINTENDENTE DE OPERACIONES,6,3957,47484,329.75,31.25,0,0,361
ESPECIALISTA DE SEGURIDAD Y AMBIENTE,4,1800,21600,150,31.25,0,0,181.25
INGENIERO DE OPERACIONES Y COMPLETACIÓN,5,2041.61,24499.32,170.13,31.25,0,0,201.38
SUPERVISOR DE PLANTA DE GENERACIÓN,5,1800,21600,150,31.25,0,0,181.25
TÉCNICO ELÉCTRICO PLANTA DE GENERACIÓN,3,1150,13800,95.83,31.25,0,0,127.08
TÉCNICO MECÁNICO,3,1150,13800,95.83,31.25,0,0,127.08
ESPECIALISTA DE APLICACIONES TÉCNICAS,4,1999,23988,166.58,31.25,0,0,197.83
SUPERVISOR MECÁNICO,5,2343,28116,195.25,31.25,0,0,226.5
OPERADOR DE ISLA,3,794,9528,72.99,31.25,81.89,0,186.13
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
OPERADOR DE ISLA,3,2158.83,25905.96,192.27,31.25,148.42,0,371.94
SUPERVISOR MECÁNICO,5,2343,28116,195.25,31.25,0,0,226.5
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
ASISTENTE DE OPERACIONES,2,900.57,10806.84,75.05,31.25,0,0,106.3
TÉCNICO MECÁNICO,3,1150,13800,95.83,31.25,0,0,127.08
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,794,9528,70.72,31.25,54.59,0,156.56
OPERADOR DE ISLA,3,845.61,10147.32,71.28,31.25,9.69,0,112.22
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
ASISTENTE DE CONTABILIDAD,2,1011.75,12141,85.37,31.25,12.65,0,129.27
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
INGENIERO MECANICO,5,2041.61,24499.32,170.13,31.25,0,0,201.38
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
ANALISTA DE TI,3,1597.5,19170,133.12,31.25,0,0,164.37
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,76.21,31.25,13.98,0,121.44
TÉCNICO ELÉCTRICO DE AIRE ACONDICIONADO,3,1224.75,14697,102.06,31.25,0,0,133.31
OPERADOR DE PLANTA,3,900.57,10806.84,80.21,31.25,61.91,0,173.37
TÉCNICO MECÁNICO ( E ),3,900.57,10806.84,75.05,31.25,0,114.43,220.73
SUPERVISOR DE CONSTRUCCIONES ( E ),5,2041.61,24499.32,173.32,31.25,38.28,173.39,416.24
AYUDANTE DE CONSTRUCCIONES,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE PLANTA,3,900.57,10806.84,87.09,31.25,144.48,0,262.82
INGENIERO DE SOPORTE DE OPERACIONES Y COMPLETACIÓN ( E ),4,1150,13800,118.19,31.25,268.33,0,417.77
INGENIERO DE RIESGOS,5,1917,23004,159.75,31.25,0,0,191
ANALISTA DE TOMA DE BIENES,3,1500,18000,125,31.25,0,0,156.25
TÉCNICO LÍDER AUTOMOTRIZ,4,1800,21600,150,31.25,0,0,181.25
SUPERVISOR DE REACONDICIONAMIENTO,5,2495.3,29943.6,221.37,31.25,161.15,0,413.77
OPERADOR DE PLANTA,3,900.57,10806.84,80.21,31.25,61.91,0,173.37
TÉCNICO ELÉCTRICO ( E ),3,950,11400,86.66,31.25,89.96,65,272.87
AYUDANTE DE CONSTRUCCIONES,1,900.57,10806.84,75.05,31.25,0,0,106.3
ANALISTA DE GERENCIAMIENTO DE DATOS,3,1917,23004,159.75,31.25,0,0,191
INGENIERO DE CONFIABILIDAD ( E ),5,1800,21600,150,31.25,0,415,596.25
SUPERVISOR DE REACONDICIONAMIENTO,5,2948.99,35387.88,283.89,31.25,457.68,0,772.82
AYUDANTE DE MANTENIMIENTO,1,950,11400,79.17,31.25,0,0,110.42
BODEGUERO,2,1011.75,12141,84.31,31.25,0,0,115.56
ANALISTA DE NOMINA,3,1800,21600,150,31.25,0,0,181.25
OPERADOR DE PLANTA,3,900.57,10806.84,86.23,31.25,134.14,0,251.62
INGENIERO DE AUTOMATIZACIÓN ( E ),5,1800,21600,150,31.25,0,415,596.25
TÉCNICO MECÁNICO PLANTA DE GENERACIÓN,3,1150,13800,96.73,31.25,10.78,0,138.76
TÉCNICO ELÉCTRICO DE AIRE ACONDICIONADO,3,1224.75,14697,102.06,31.25,0,0,133.31
SUPERINTENDENTE DE MANTENIMIENTO,6,3150,37800,262.5,31.25,0,0,293.75
ESPECIALISTA DE SEGURIDAD Y AMBIENTE,4,2343,28116,195.25,31.25,0,0,226.5
SUPERVISOR DE PRODUCCIÓN ( E ),5,1150,13800,119.79,31.25,287.5,1065,1503.54
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE PLANTA,3,900.57,10806.84,80.21,31.25,61.91,0,173.37
CONDUCTOR ADMINISTRATIVO,1,900.57,10806.84,101.31,31.25,315.19,0,447.75
TÉCNICO MECÁNICO TORNERO,3,1150,13800,95.83,31.25,0,0,127.08
OPERADOR DE PLANTA,3,900.57,10806.84,78.49,31.25,41.28,0,151.02
TÉCNICO MECÁNICO,3,1150,13800,95.83,31.25,0,0,127.08
OPERADOR DE PLANTA DE GENERACIÓN,3,900.57,10806.84,87.09,31.25,144.46,0,262.8
INGENIERO DE AUTOMATIZACIÓN ( E ),5,1800,21600,150,31.25,0,415,596.25
SUPERVISOR DE CONSTRUCCIONES,5,1917,23004,171.7,31.25,143.37,0,346.32
ANALISTA DE CONTROL DE COSTOS,3,1150,13800,95.83,31.25,0,0,127.08
AYUDANTE DE CONSTRUCCIONES,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
OPERADOR DE PLANTA,3,900.57,10806.84,79.35,31.25,51.6,0,162.2
OPERADOR DE ISLA,3,794,9528,88.77,31.25,271.29,0,391.31
INGENIERO DE FACILIDADES,5,2041.61,24499.32,170.13,31.25,0,0,201.38
OPERADOR DE PLANTA DE GENERACIÓN,3,794,9528,66.17,31.25,0,0,97.42
INGENIERO DE SOPORTE DE CONSTRUCCIONES,4,1917,23004,159.75,31.25,0,0,191
AYUDANTE DE CONSTRUCCIONES,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
INGENIERO DE SOPORTE AMBIENTAL,4,1800,21600,150,31.25,0,0,181.25
INGENIERO DE RIESGOS,5,1917,23004,159.75,31.25,0,0,191
ABOGADO,4,1800,21600,150,31.25,0,0,181.25
INGENIERO DE CONFIABILIDAD ( E ),5,1800,21600,150,31.25,0,415,596.25
AYUDANTE DE ALMACÉN,1,794,9528,66.17,31.25,0,0,97.42
TÉCNICO AGROPECUARIO,4,1597.5,19170,133.12,31.25,0,0,164.37
ASISTENTE ADMINISTRATIVA,2,1334,16008,111.17,31.25,0,0,142.42
TÉCNICO AUTOMOTRIZ ( E ),3,1011.75,12141,84.31,31.25,0,3.25,118.81
ESPECIALISTA DE YACIMIENTOS,4,1800,21600,150,31.25,0,-69.17,112.08
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
TÉCNICO ELÉCTRICO (SUBESTACIONES),3,1150,13800,95.83,31.25,0,0,127.08
ESPECIALISTA DE SEGURIDAD Y AMBIENTE ( E ),4,1150,13800,95.83,31.25,0,349,476.08
OPERADOR DE PLANTA,3,900.57,10806.84,76.77,31.25,20.64,0,128.66
ANALISTA DE GERENCIAMIENTO DE DATOS,3,2229,26748,185.75,31.25,0,0,217
INGENIERO DE CORROSIÓN Y QUÍMICOS,5,2736,32832,228,31.25,0,0,259.25
GEÓLOGO DE EXPLORACIÓN,5,2736,32832,228,31.25,0,0,259.25
TRABAJADORA SOCIAL,4,1800,21600,150,31.25,0,0,181.25
ESPECIALISTA DE APLICACIONES TÉCNICAS,4,1800,21600,152.5,31.25,30,0,213.75
INSPECTOR DE CONSTRUCCIONES,3,1500,18000,125,31.25,0,0,156.25
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE PLANTA,3,900.57,10806.84,80.21,31.25,61.91,0,173.37
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,76.12,31.25,67.83,0,175.2
TÉCNICO DE LABORATORIO,3,1800,21600,163.12,31.25,157.5,0,351.87
TÉCNICO ELÉCTRICO (LÍNEAS) ( E ),3,950,11400,79.17,31.25,0,65,175.42
OPERADOR DE PLANTA,3,900.57,10806.84,83.65,31.25,103.2,0,218.1
SUPERVISOR DE REACONDICIONAMIENTO,5,2495.3,29943.6,243.46,31.25,426.28,0,700.99
ESPECIALISTA DE CONTRATOS,4,2041.61,24499.32,170.13,31.25,0,0,201.38
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE AUTOBOMBA,2,845.61,10147.32,70.47,31.25,0,0,101.72
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,90.43,31.25,239.59,0,361.27
SUPERVISOR DE SEIP,5,1800,21600,150,31.25,0,0,181.25
ASISTENTE DE CONTROL DE DOCUMENTOS,2,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,73.7,31.25,38.76,0,143.71
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,794,9528,70.72,31.25,54.59,0,156.56
ESPECIALISTA DE COMPRAS,4,2769,33228,230.75,31.25,0,0,262
ANALISTA DE CONTROL DE COSTOS,3,1150,13800,95.83,31.25,0,0,127.08
BODEGUERO DE COMBUSTIBLE,2,1011.75,12141,84.31,31.25,0,0,115.56
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
SUPERVISOR DE REACONDICIONAMIENTO,5,2495.3,29943.6,219.85,31.25,142.95,0,394.05
INGENIERO DE OPERACIONES,5,1800,21600,150,31.25,0,0,181.25
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE PLANTA,3,900.57,10806.84,116.32,31.25,495.32,0,642.89
SUPERVISOR DE REACONDICIONAMIENTO,5,2495.3,29943.6,225.68,31.25,212.86,0,469.79
TÉCNICO INSTRUMENTISTA,3,1150,13800,95.83,31.25,0,0,127.08
COMPRADOR,3,1800,21600,150,31.25,0,0,181.25
COORDINADOR DE MATERIALES OBSOLETOS,5,2769,33228,230.75,31.25,0,0,262
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
FISCALIZADOR RODA ( E ),5,1224.75,14697,102.06,31.25,0,990.25,1123.56
TÉCNICO ELÉCTRICO ( E ),3,950,11400,81.64,31.25,29.69,65,207.58
OPERADOR DE ISLA,3,1150,13800,103.52,31.25,92.24,0,227.01
TÉCNICO MECÁNICO,3,1150,13800,95.83,31.25,0,0,127.08
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
TÉCNICO INSTRUMENTISTA,3,1150,13800,98.23,31.25,28.75,0,158.23
OPERADOR DE ISLA,3,845.61,10147.32,72.89,31.25,29.07,0,133.21
OPERADOR DE PLANTA DE GENERACIÓN,3,900.57,10806.84,75.05,31.25,0,0,106.3
ENFERMERA/O,3,1597.5,19170,133.12,31.25,0,0,164.37
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
TÉCNICO DE LABORATORIO,3,1917,23004,201.68,31.25,503.21,0,736.14
OPERADOR DE ISLA,3,794,9528,69.96,31.25,45.49,0,146.7
AYUDANTE DE ALMACÉN,1,794,9528,66.17,31.25,0,0,97.42
TÉCNICO INSTRUMENTISTA,3,1150,13800,97.03,31.25,14.38,0,142.66
INGENIERO DE OPERACIONES Y COMPLETACIÓN ( E ),5,1500,18000,147.12,31.25,265.47,715,1158.84
COORDINADOR DE CONTROL DE GESTIÓN OPERATIVA,5,2495.3,29943.6,207.94,31.25,0,0,239.19
INGENIERO DE SOPORTE DE CONFIABILIDAD,4,1917,23004,159.75,31.25,0,0,191
COORDINADOR DE CONTRATOS DE SERVICIOS LOGÍSTICOS,5,2769,33228,230.75,31.25,0,0,262
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
INGENIERO DE OPERACIONES,5,1800,21600,162.3,31.25,147.56,0,341.11
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
TÉCNICO LÍDER AUTOMOTRIZ,4,1800,21600,150,31.25,0,0,181.25
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
TÉCNICO MECÁNICO TORNERO,3,1150,13800,95.83,31.25,0,0,127.08
AYUDANTE AUTOMOTRIZ,1,900.57,10806.84,75.05,31.25,0,0,106.3
TÉCNICO DE INTEGRIDAD MECÁNICA,3,900.57,10806.84,75.05,31.25,0,0,106.3
TÉCNICO ELÉCTRICO (LÍNEAS) ( E ),3,794,9528,66.79,31.25,7.44,221,326.48
TÉCNICO INSTRUMENTISTA,3,1150,13800,95.83,31.25,0,0,127.08
OPERADOR DE ISLA,3,1150,13800,103.52,31.25,92.24,0,227.01
OPERADOR DE ISLA,3,1150,13800,103.52,31.25,92.24,0,227.01
OPERADOR DE ISLA,3,845.61,10147.32,71.28,31.25,9.69,0,112.22
ABOGADO,4,1917,23004,159.75,31.25,0,0,191
GEÓLOGO,5,2940,35280,245,31.25,0,0,276.25
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
ESPECIALISTA DE APLICACIONES TÉCNICAS,4,1597.5,19170,133.12,31.25,0,0,164.37
OPERADOR DE ISLA,3,794,9528,71.47,31.25,63.68,0,166.4
ANALISTA DE DESARROLLO ORGANIZACIONAL ( E ),3,1011.75,12141,84.31,31.25,0,203.25,318.81
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.23,0,184.55
JEFE DE CAMPO,7,4000,48000,333.33,31.25,0,0,364.58
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
ADMINISTRADOR DE CAMPO,4,2600,31200,216.67,31.25,0,0,247.92
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,794,9528,72.99,31.25,81.89,0,186.13
ANALISTA DE RECURSOS HUMANOS,3,1800,21600,150,31.25,0,0,181.25
COORDINADOR DE CONTROL DE ACTIVOS,5,2769,33228,230.75,31.25,0,0,262
AYUDANTE DE ALMACÉN,1,845.61,10147.32,70.47,31.25,0,0,101.72
JEFE DE CAMPO,7,4000,48000,333.33,31.25,0,0,364.58
OPERADOR DE PLANTA,3,900.57,10806.84,80.21,31.25,61.91,0,173.37
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,845.61,10147.32,76.12,31.25,67.83,0,175.2
SUPERVISOR DE INSTRUMENTACIÓN,5,2343,28116,195.25,31.25,0,0,226.5
MÉDICO OCUPACIONAL,4,2343,28116,320.54,31.25,1503.42,0,1855.21
ASISTENTE DE SEGURIDAD Y AMBIENTE,2,794,9528,66.17,31.25,0,0,97.42
INGENIERO DE GESTIÓN DE ACTIVOS ( E ),5,1150,13800,95.83,31.25,0,1065,1192.08
ANALISTA DE GERENCIAMIENTO DE DATOS,3,1800,21600,150,31.25,0,0,181.25
OPERADOR DE PLANTA,3,900.57,10806.84,84.51,31.25,113.51,0,229.27
GEOFÍSICO ( E ),5,1800,21600,150,31.25,0,0,181.25
ABOGADO,4,1500,18000,125,31.25,0,0,156.25
SUPERINTENDENTE DE CONSTRUCCIONES,6,3150,37800,262.5,31.25,0,0,293.75
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
TÉCNICO DE OPERACIONES,4,900.57,10806.84,103.82,31.25,345.23,0,480.3
INGENIERO DE OPERACIONES Y COMPLETACIÓN,5,1800,21600,193.41,31.25,520.87,0,745.53
OPERADOR DE ISLA,3,845.61,10147.32,76.12,31.25,67.83,0,175.2
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
SUPERVISOR DE PRODUCCIÓN,5,2200,26400,268.89,31.25,1026.66,0,1326.8
COORDINADOR DE MATERIALES,5,2343,28116,195.25,31.25,0,0,226.5
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
OPERADOR DE PLANTA,3,900.57,10806.84,77.63,31.25,30.96,0,139.84
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE PLANTA DE GENERACIÓN,3,900.57,10806.84,85.37,31.25,123.82,0,240.44
OPERADOR DE PLANTA,3,900.57,10806.84,92.56,31.25,210.13,0,333.94
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
OPERADOR DE ISLA,3,1792.41,21508.92,166.64,31.25,207.26,0,405.15
TÉCNICO ELÉCTRICO,3,1150,13800,104.3,31.25,101.58,0,237.13
OPERADOR DE PLANTA,3,900.57,10806.84,80.21,31.25,61.91,0,173.37
INGENIERO ELECTRICO,5,2769,33228,230.75,31.25,0,0,262
SUPERINTENDENTE DE OPERACIONES,6,3150,37800,262.5,31.25,0,0,293.75
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE PLANTA,3,900.57,10806.84,75.91,31.25,10.32,0,117.48
SUPERINTENDENTE DE CONSTRUCCIONES,6,3150,37800,262.5,31.25,0,0,293.75
BODEGUERO,2,950,11400,79.17,31.25,0,0,110.42
SUPERVISOR DE REACONDICIONAMIENTO,5,2495.3,29943.6,207.94,31.25,0,0,239.19
SUPERVISOR DE INSTRUMENTACIÓN,5,2200,26400,187.92,31.25,55,0,274.17
OPERADOR DE ISLA,3,845.61,10147.32,70.47,31.25,0,0,101.72
TÉCNICO DE SEGURIDAD Y AMBIENTE,3,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
INGENIERO DE SOPORTE DE INTEGRIDAD MECÁNICA ( E ),4,1304.36,15652.32,108.7,31.25,0,0,139.95
FISCALIZADOR RODA ( E ),5,1150,13800,95.83,31.25,0,1065,1192.08
OPERADOR DE ISLA,3,794,9528,66.17,31.25,0,0,97.42
OPERADOR DE PLANTA,3,900.57,10806.84,75.05,31.25,0,0,106.3
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
INGENIERO DE GESTIÓN DE ACTIVOS ( E ),5,1150,13800,95.83,31.25,0,1065,1192.08
AYUDANTE DE MANTENIMIENTO,1,900.57,10806.84,75.05,31.25,0,0,106.3
TÉCNICO ELÉCTRICO,3,950,11400,79.66,31.25,5.94,0,116.85
ANALISTA DE TI,3,1224.75,14697,102.06,31.25,0,0,133.31
SUPERVISOR DE PLANTA DE GENERACIÓN,5,2343,28116,195.25,31.25,0,0,226.5
BODEGUERO DE COMBUSTIBLE,2,845.61,10147.32,70.47,31.25,0,0,101.72
AYUDANTE DE MANTENIMIENTO,1,950,11400,79.17,31.25,0,0,110.42
INGENIERO DE SOPORTE DE CONFIABILIDAD  ( S ),4,1150,13800,95.83,31.25,0,650,777.08
INGENIERO DE SOPORTE DE CONSTRUCCIONES,4,2041.61,24499.32,170.13,31.25,0,0,201.38
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
OPERADOR DE PLANTA,3,900.57,10806.84,81.07,31.25,72.24,0,184.56
ANALISTA DE CONTROL DE ACTIVOS,3,1500,18000,125,31.25,0,0,156.25
ANALISTA DE CONTABILIDAD,3,1500,18000,125,31.25,0,0,156.25
INGENIERO DE SOPORTE DE OPERACIONES Y COMPLETACIÓN,4,1500,18000,134.9,31.25,118.75,0,284.9
TÉCNICO AUTOMOTRIZ ( E ),3,900.57,10806.84,75.05,31.25,0,0,106.3
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
OPERADOR DE PLANTA,3,900.57,10806.84,79.35,31.25,51.6,0,162.2
ASISTENTE DE OPERACIONES,2,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE PLANTA DE GENERACIÓN,3,900.57,10806.84,81.07,31.25,72.23,0,184.55
OPERADOR DE ISLA,3,845.61,10147.32,76.12,31.25,67.83,0,175.2
TÉCNICO ELÉCTRICO (LÍNEAS),3,1150,13800,96.73,31.25,10.78,0,138.76
OPERADOR DE ISLA,3,794,9528,66.92,31.25,9.1,0,107.27
AYUDANTE DE PRODUCCIÓN,1,845.61,10147.32,70.47,31.25,0,0,101.72
OPERADOR DE ISLA,3,845.61,10147.32,75.31,31.25,58.14,0,164.7
